d,N,measured,sem,theory_lead,theory_corrected,z_lead,z_corr
20,3000,0.002138766290076431,3.1048052609144666e-05,0.002230155145190964,0.002128513318085885,-2.943464965903078,0.33022914897812405
24,2500,0.001647623312118419,2.4994528992611943e-05,0.0016965364996629165,0.0016326614930748135,-1.956955762557304,0.5986037603680386
